original_index,unit2_gps1_nor,original_unit1_pwr1_best-beam,original_unit1_pwr1,original_unit1_gps1,original_unit2_gps1
25294,"[0.028321809642673675, 0.4651538935722861]",35,./unit1/pwr1/pwr_13-38-05.650646.txt,./unit1/gps1/gps_46666_13-38-06.300000.txt,./unit2/gps1/gps_73987_13-38-06.333333.txt
3075,"[0.9997160095552581, 0.37440332550901817]",5,./unit1/pwr1/pwr_11-47-10.659484.txt,./unit1/gps1/gps_9301_11-47-11.300000.txt,./unit2/gps1/gps_33782_11-47-11.333333.txt
28609,"[0.29366879116781236, 0.0009763451306473263]",36,./unit1/pwr1/pwr_13-43-39.850226.txt,./unit1/gps1/gps_50191_13-43-40.500000.txt,./unit2/gps1/gps_77997_13-43-40.500000.txt
27418,"[0.11498702533035414, 0.07818664889187853]",33,./unit1/pwr1/pwr_13-41-39.949972.txt,./unit1/gps1/gps_48930_13-41-40.600000.txt,./unit2/gps1/gps_76558_13-41-40.583332.txt
22054,"[0.029133291894298103, 0.9990597053131163]",48,./unit1/pwr1/pwr_12-25-47.588373.txt,./unit1/gps1/gps_34306_12-25-48.200000.txt,./unit2/gps1/gps_61585_12-25-48.250000.txt
30604,"[0.5845499940362824, 0.009784680187598217]",31,./unit1/pwr1/pwr_13-46-59.349982.txt,./unit1/gps1/gps_52299_13-47-00.000000.txt,./unit2/gps1/gps_80391_13-47-00.000000.txt
15863,"[0.29698631316393354, 0.6158366919546434]",35,./unit1/pwr1/pwr_12-15-27.589214.txt,./unit1/gps1/gps_27602_12-15-28.200000.txt,./unit2/gps1/gps_54145_12-15-28.250000.txt
30642,"[0.589637258910351, 0.011326028689115314]",35,./unit1/pwr1/pwr_13-47-03.149926.txt,./unit1/gps1/gps_52337_13-47-03.800000.txt,./unit2/gps1/gps_80437_13-47-03.833333.txt
25380,"[0.028344162326399417, 0.4425913701351335]",36,./unit1/pwr1/pwr_13-38-14.250132.txt,./unit1/gps1/gps_46757_13-38-14.900000.txt,./unit2/gps1/gps_74090_13-38-14.916666.txt
19888,"[0.03441868191419089, 0.74355201263409]",33,./unit1/pwr1/pwr_12-22-10.089105.txt,./unit1/gps1/gps_31952_12-22-10.700000.txt,./unit2/gps1/gps_58975_12-22-10.750000.txt
7045,"[0.8281876425555705, 0.4082518579257837]",16,./unit1/pwr1/pwr_11-53-47.659542.txt,./unit1/gps1/gps_13569_11-53-48.300000.txt,./unit2/gps1/gps_38546_11-53-48.333333.txt
14853,"[0.29586934982458096, 0.5380342292993918]",31,./unit1/pwr1/pwr_12-13-46.588422.txt,./unit1/gps1/gps_26506_12-13-47.233334.txt,./unit2/gps1/gps_52933_12-13-47.250000.txt
19567,"[0.0676100559156049, 0.7411932085463321]",33,./unit1/pwr1/pwr_12-21-37.989222.txt,./unit1/gps1/gps_31601_12-21-38.600000.txt,./unit2/gps1/gps_58590_12-21-38.666666.txt
14747,"[0.29587554175952957, 0.5212949947821687]",31,./unit1/pwr1/pwr_12-13-35.989181.txt,./unit1/gps1/gps_26389_12-13-36.600000.txt,./unit2/gps1/gps_52806_12-13-36.666666.txt
29741,"[0.4610473743765676, 0.0006320695850523428]",34,./unit1/pwr1/pwr_13-45-33.050160.txt,./unit1/gps1/gps_51391_13-45-33.700000.txt,./unit2/gps1/gps_79355_13-45-33.666666.txt
32113,"[0.7318083610635946, 0.042008747388812454]",34,./unit1/pwr1/pwr_13-49-31.049828.txt,./unit1/gps1/gps_53906_13-49-31.700000.txt,./unit2/gps1/gps_82211_13-49-31.666666.txt
17724,"[0.2418206342769235, 0.6886087375989633]",32,./unit1/pwr1/pwr_12-18-33.688895.txt,./unit1/gps1/gps_29618_12-18-34.300000.txt,./unit2/gps1/gps_56378_12-18-34.333333.txt
26226,"[0.003123780847503028, 0.23266010562099027]",37,./unit1/pwr1/pwr_13-39-39.649851.txt,./unit1/gps1/gps_47664_13-39-40.300000.txt,./unit2/gps1/gps_75115_13-39-40.333333.txt
8671,"[0.7627688875825337, 0.40520385359092603]",37,./unit1/pwr1/pwr_11-56-30.259257.txt,./unit1/gps1/gps_15323_11-56-30.900000.txt,./unit2/gps1/gps_40497_11-56-30.916666.txt
16557,"[0.28925498474827493, 0.6884896992804269]",34,./unit1/pwr1/pwr_12-16-36.989025.txt,./unit1/gps1/gps_28352_12-16-37.600000.txt,./unit2/gps1/gps_54978_12-16-37.666666.txt
11097,"[0.5815277797051224, 0.3882390101918231]",61,./unit1/pwr1/pwr_12-04-52.508550.txt,./unit1/gps1/gps_20752_12-04-53.150000.txt,./unit2/gps1/gps_46524_12-04-53.166666.txt
17110,"[0.25594386758092247, 0.6874796822917003]",35,./unit1/pwr1/pwr_12-17-32.288692.txt,./unit1/gps1/gps_28949_12-17-32.900000.txt,./unit2/gps1/gps_55641_12-17-32.916666.txt
29644,"[0.44751460210698485, 0.0005568220258607015]",35,./unit1/pwr1/pwr_13-45-23.349736.txt,./unit1/gps1/gps_51288_13-45-24.000000.txt,./unit2/gps1/gps_79239_13-45-24.000000.txt
13573,"[0.2992698994289108, 0.3878940309810831]",34,./unit1/pwr1/pwr_12-11-38.588631.txt,./unit1/gps1/gps_25123_12-11-39.200000.txt,./unit2/gps1/gps_51397_12-11-39.250000.txt
14577,"[0.29595968633106273, 0.49252582869350003]",30,./unit1/pwr1/pwr_12-13-18.989033.txt,./unit1/gps1/gps_26202_12-13-19.600000.txt,./unit2/gps1/gps_52602_12-13-19.666666.txt
16343,"[0.2979115713809535, 0.6780939653064928]",34,./unit1/pwr1/pwr_12-16-15.588620.txt,./unit1/gps1/gps_28115_12-16-16.200000.txt,./unit2/gps1/gps_54721_12-16-16.250000.txt
26790,"[0.04108614803145241, 0.16316413602122531]",36,./unit1/pwr1/pwr_13-40-37.150318.txt,./unit1/gps1/gps_48275_13-40-37.833334.txt,./unit2/gps1/gps_75805_13-40-37.833333.txt
28745,"[0.31667239621894144, 0.000731687739712363]",28,./unit1/pwr1/pwr_13-43-53.450213.txt,./unit1/gps1/gps_50336_13-43-54.100000.txt,./unit2/gps1/gps_78160_13-43-54.083333.txt
13917,"[0.29609595585845466, 0.4080603074225561]",28,./unit1/pwr1/pwr_12-12-12.988575.txt,./unit1/gps1/gps_25493_12-12-13.600000.txt,./unit2/gps1/gps_51810_12-12-13.666666.txt
27029,"[0.06910483126593621, 0.13098047504957938]",36,./unit1/pwr1/pwr_13-41-01.050393.txt,./unit1/gps1/gps_48527_13-41-01.700000.txt,./unit2/gps1/gps_76091_13-41-01.666666.txt
17411,"[0.25593472391107913, 0.6874944097033949]",35,./unit1/pwr1/pwr_12-18-02.388441.txt,./unit1/gps1/gps_29277_12-18-03.000000.txt,./unit2/gps1/gps_56003_12-18-03.083333.txt
14707,"[0.29589287649385276, 0.5145357074966322]",31,./unit1/pwr1/pwr_12-13-31.988896.txt,./unit1/gps1/gps_26344_12-13-32.600000.txt,./unit2/gps1/gps_52758_12-13-32.666666.txt
16873,"[0.2609461828648113, 0.6874473682100956]",35,./unit1/pwr1/pwr_12-17-08.588289.txt,./unit1/gps1/gps_28696_12-17-09.200000.txt,./unit2/gps1/gps_55357_12-17-09.250000.txt
21373,"[0.0322914403285247, 0.9307886975895796]",58,./unit1/pwr1/pwr_12-24-38.588784.txt,./unit1/gps1/gps_33564_12-24-39.266667.txt,./unit2/gps1/gps_60757_12-24-39.250000.txt
24518,"[0.029269075056296095, 0.652722886813021]",34,./unit1/pwr1/pwr_13-36-48.050558.txt,./unit1/gps1/gps_45849_13-36-48.700000.txt,./unit2/gps1/gps_73055_13-36-48.666666.txt
3654,"[0.9996747926017848, 0.4003952991886226]",36,./unit1/pwr1/pwr_11-48-08.559398.txt,./unit1/gps1/gps_9915_11-48-09.200000.txt,./unit2/gps1/gps_34477_11-48-09.250000.txt
4787,"[0.9603716601927871, 0.40852503852743643]",51,./unit1/pwr1/pwr_11-50-01.859403.txt,./unit1/gps1/gps_11134_11-50-02.533334.txt,./unit2/gps1/gps_35836_11-50-02.500000.txt
26449,"[0.0055476885669331075, 0.21198367203798266]",34,./unit1/pwr1/pwr_13-40-01.950566.txt,./unit1/gps1/gps_47899_13-40-02.600000.txt,./unit2/gps1/gps_75382_13-40-02.583333.txt
20980,"[0.03162311386775328, 0.8601329443249478]",4,./unit1/pwr1/pwr_12-23-59.288380.txt,./unit1/gps1/gps_33137_12-23-59.966667.txt,./unit2/gps1/gps_60285_12-23-59.916666.txt
12242,"[0.3868087481601674, 0.39150921905748604]",46,./unit1/pwr1/pwr_12-09-25.488529.txt,./unit1/gps1/gps_23684_12-09-26.100000.txt,./unit2/gps1/gps_49800_12-09-26.166666.txt
24551,"[0.028901235213497672, 0.6457660827374802]",35,./unit1/pwr1/pwr_13-36-51.350621.txt,./unit1/gps1/gps_45882_13-36-52.000000.txt,./unit2/gps1/gps_73095_13-36-52.000000.txt
20148,"[0.03067546607029622, 0.7650774131129274]",32,./unit1/pwr1/pwr_12-22-36.088522.txt,./unit1/gps1/gps_32231_12-22-36.700000.txt,./unit2/gps1/gps_59287_12-22-36.750000.txt
8711,"[0.7592690355768608, 0.4027957780851241]",37,./unit1/pwr1/pwr_11-56-34.259739.txt,./unit1/gps1/gps_15365_11-56-34.900000.txt,./unit2/gps1/gps_40545_11-56-34.916666.txt
26261,"[0.0015686056207410782, 0.22774884090286518]",36,./unit1/pwr1/pwr_13-39-43.149716.txt,./unit1/gps1/gps_47701_13-39-43.800000.txt,./unit2/gps1/gps_75157_13-39-43.833333.txt
8915,"[0.742898207048751, 0.38770012666876197]",32,./unit1/pwr1/pwr_11-56-54.659549.txt,./unit1/gps1/gps_15582_11-56-55.333334.txt,./unit2/gps1/gps_40790_11-56-55.333333.txt
21211,"[0.03203529681967869, 0.9025700750512228]",52,./unit1/pwr1/pwr_12-24-22.388426.txt,./unit1/gps1/gps_33388_12-24-23.000000.txt,./unit2/gps1/gps_60563_12-24-23.083333.txt
28435,"[0.2639219040163302, 0.002623729013741513]",25,./unit1/pwr1/pwr_13-43-22.450320.txt,./unit1/gps1/gps_50002_13-43-23.133334.txt,./unit2/gps1/gps_77788_13-43-23.083333.txt
10120,"[0.5994594018190192, 0.38411187112327605]",28,./unit1/pwr1/pwr_12-03-14.808925.txt,./unit1/gps1/gps_19706_12-03-15.500000.txt,./unit2/gps1/gps_45352_12-03-15.500000.txt
5805,"[0.9146229013193609, 0.4086309500242844]",35,./unit1/pwr1/pwr_11-51-43.659363.txt,./unit1/gps1/gps_12237_11-51-44.300000.txt,./unit2/gps1/gps_37058_11-51-44.333333.txt
8631,"[0.7663526258830173, 0.4063957580771746]",35,./unit1/pwr1/pwr_11-56-26.259919.txt,./unit1/gps1/gps_15281_11-56-26.900000.txt,./unit2/gps1/gps_40449_11-56-26.916666.txt
19186,"[0.11376397059922475, 0.7397094565133883]",35,./unit1/pwr1/pwr_12-20-59.889223.txt,./unit1/gps1/gps_31193_12-21-00.566667.txt,./unit2/gps1/gps_58133_12-21-00.583333.txt
7334,"[0.827312979758985, 0.4082319224020729]",63,./unit1/pwr1/pwr_11-54-16.559488.txt,./unit1/gps1/gps_13885_11-54-17.200000.txt,./unit2/gps1/gps_38893_11-54-17.250000.txt
7405,"[0.8273125738954601, 0.4082331662042771]",34,./unit1/pwr1/pwr_11-54-23.659921.txt,./unit1/gps1/gps_13959_11-54-24.288889.txt,./unit2/gps1/gps_38978_11-54-24.333333.txt
5605,"[0.9146276911801777, 0.4086311185074096]",35,./unit1/pwr1/pwr_11-51-23.659276.txt,./unit1/gps1/gps_12026_11-51-24.300000.txt,./unit2/gps1/gps_36818_11-51-24.333333.txt
26346,"[0.0002406133578707538, 0.2215134817806617]",40,./unit1/pwr1/pwr_13-39-51.649938.txt,./unit1/gps1/gps_47791_13-39-52.300000.txt,./unit2/gps1/gps_75259_13-39-52.333333.txt
28189,"[0.22632645761221823, 0.002357545419168202]",32,./unit1/pwr1/pwr_13-42-57.850525.txt,./unit1/gps1/gps_49737_13-42-58.500000.txt,./unit2/gps1/gps_77493_13-42-58.500000.txt
5445,"[0.9146341984140273, 0.4086317329753823]",35,./unit1/pwr1/pwr_11-51-07.659529.txt,./unit1/gps1/gps_11856_11-51-08.300000.txt,./unit2/gps1/gps_36626_11-51-08.333333.txt
23775,"[0.03185108172482432, 0.7799448986680145]",40,./unit1/pwr1/pwr_13-35-33.750278.txt,./unit1/gps1/gps_45071_13-35-34.400000.txt,./unit2/gps1/gps_72164_13-35-34.416666.txt
31908,"[0.7316841902952497, 0.042022498588805794]",34,./unit1/pwr1/pwr_13-49-10.550023.txt,./unit1/gps1/gps_53690_13-49-11.200000.txt,./unit2/gps1/gps_81965_13-49-11.166666.txt
27431,"[0.11675139135475474, 0.07607473707458604]",32,./unit1/pwr1/pwr_13-41-41.249931.txt,./unit1/gps1/gps_48943_13-41-41.900000.txt,./unit2/gps1/gps_76574_13-41-41.916666.txt
18314,"[0.19882785665913638, 0.717995790953215]",34,./unit1/pwr1/pwr_12-19-32.689089.txt,./unit1/gps1/gps_30264_12-19-33.300000.txt,./unit2/gps1/gps_57086_12-19-33.333333.txt
29202,"[0.38572755112740426, 0.00035222894257056837]",34,./unit1/pwr1/pwr_13-44-39.150069.txt,./unit1/gps1/gps_50819_13-44-39.800000.txt,./unit2/gps1/gps_78709_13-44-39.833333.txt
31023,"[0.6462030563745865, 0.031195784653896667]",17,./unit1/pwr1/pwr_13-47-41.250608.txt,./unit1/gps1/gps_52740_13-47-41.900000.txt,./unit2/gps1/gps_80894_13-47-41.916666.txt
28893,"[0.3404882315182917, 0.0005610489715166094]",32,./unit1/pwr1/pwr_13-44-08.250621.txt,./unit1/gps1/gps_50493_13-44-08.900000.txt,./unit2/gps1/gps_78338_13-44-08.916666.txt
29532,"[0.4308404123735673, 0.00046852197640114983]",33,./unit1/pwr1/pwr_13-45-12.150643.txt,./unit1/gps1/gps_51166_13-45-12.800000.txt,./unit2/gps1/gps_79105_13-45-12.833333.txt
16480,"[0.2954303161473237, 0.6885096546260696]",43,./unit1/pwr1/pwr_12-16-29.288801.txt,./unit1/gps1/gps_28269_12-16-29.933334.txt,./unit2/gps1/gps_54885_12-16-29.916666.txt
5560,"[0.9146293984904983, 0.40863149016134354]",34,./unit1/pwr1/pwr_11-51-19.160072.txt,./unit1/gps1/gps_11978_11-51-19.800000.txt,./unit2/gps1/gps_36764_11-51-19.833333.txt
12714,"[0.3650981204160103, 0.3906426258488963]",59,./unit1/pwr1/pwr_12-10-12.688727.txt,./unit1/gps1/gps_24192_12-10-13.300000.txt,./unit2/gps1/gps_50366_12-10-13.333333.txt
19078,"[0.12406050427390587, 0.7391201568780904]",34,./unit1/pwr1/pwr_12-20-49.088614.txt,./unit1/gps1/gps_31080_12-20-49.700000.txt,./unit2/gps1/gps_58003_12-20-49.750000.txt
7684,"[0.8272749124408558, 0.4082243852576808]",11,./unit1/pwr1/pwr_11-54-51.559938.txt,./unit1/gps1/gps_14262_11-54-52.200000.txt,./unit2/gps1/gps_39313_11-54-52.250000.txt
18407,"[0.18917023943154684, 0.7211519713974756]",34,./unit1/pwr1/pwr_12-19-41.988949.txt,./unit1/gps1/gps_30361_12-19-42.666667.txt,./unit2/gps1/gps_57198_12-19-42.666666.txt
26621,"[0.020600081074072945, 0.1872099555955082]",34,./unit1/pwr1/pwr_13-40-19.150260.txt,./unit1/gps1/gps_48086_13-40-19.775000.txt,./unit2/gps1/gps_75589_13-40-19.833333.txt
13011,"[0.33613743122291356, 0.3892691014552484]",48,./unit1/pwr1/pwr_12-10-42.388742.txt,./unit1/gps1/gps_24509_12-10-43.000000.txt,./unit2/gps1/gps_50723_12-10-43.083333.txt
4001,"[0.9919952134665966, 0.4082559015220557]",63,./unit1/pwr1/pwr_11-48-43.259892.txt,./unit1/gps1/gps_10280_11-48-43.900000.txt,./unit2/gps1/gps_34893_11-48-43.916666.txt
10975,"[0.5819399022805604, 0.3875168169744377]",36,./unit1/pwr1/pwr_12-04-40.308841.txt,./unit1/gps1/gps_20621_12-04-41.000000.txt,./unit2/gps1/gps_46378_12-04-41.000000.txt
7055,"[0.8278423566512132, 0.40824532176968387]",56,./unit1/pwr1/pwr_11-53-48.659905.txt,./unit1/gps1/gps_13579_11-53-49.300000.txt,./unit2/gps1/gps_38558_11-53-49.333333.txt
19815,"[0.04192904948908586, 0.7431218156245931]",34,./unit1/pwr1/pwr_12-22-02.788902.txt,./unit1/gps1/gps_31875_12-22-03.400000.txt,./unit2/gps1/gps_58887_12-22-03.416666.txt
9231,"[0.7131875323183177, 0.3871624869476515]",36,./unit1/pwr1/pwr_11-57-26.260053.txt,./unit1/gps1/gps_15917_11-57-26.900000.txt,./unit2/gps1/gps_41169_11-57-26.916666.txt
2724,"[0.9980334904451169, 0.3743934593325038]",13,./unit1/pwr1/pwr_11-46-35.559414.txt,./unit1/gps1/gps_8926_11-46-36.200000.txt,./unit2/gps1/gps_33361_11-46-36.250000.txt
3322,"[0.9999659275867531, 0.3803694633839614]",34,./unit1/pwr1/pwr_11-47-35.359276.txt,./unit1/gps1/gps_9562_11-47-36.000000.txt,./unit2/gps1/gps_34078_11-47-36.000000.txt
14755,"[0.2958709866957877, 0.5225669386874219]",32,./unit1/pwr1/pwr_12-13-36.788545.txt,./unit1/gps1/gps_26399_12-13-37.475000.txt,./unit2/gps1/gps_52815_12-13-37.416666.txt
17863,"[0.22771550718340608, 0.6994472007576616]",36,./unit1/pwr1/pwr_12-18-47.588604.txt,./unit1/gps1/gps_29770_12-18-48.200000.txt,./unit2/gps1/gps_56545_12-18-48.250000.txt
3010,"[0.9992556026335949, 0.3743856645079409]",3,./unit1/pwr1/pwr_11-47-04.159311.txt,./unit1/gps1/gps_9233_11-47-04.800000.txt,./unit2/gps1/gps_33704_11-47-04.833333.txt
24630,"[0.028336296623618494, 0.6289417989047521]",34,./unit1/pwr1/pwr_13-36-59.250381.txt,./unit1/gps1/gps_45962_13-36-59.900000.txt,./unit2/gps1/gps_73190_13-36-59.916666.txt
13954,"[0.2961375417788273, 0.41396316995471083]",57,./unit1/pwr1/pwr_12-12-16.688667.txt,./unit1/gps1/gps_25534_12-12-17.300000.txt,./unit2/gps1/gps_51854_12-12-17.333333.txt
15525,"[0.29698181512237026, 0.6158356562785409]",35,./unit1/pwr1/pwr_12-14-53.789157.txt,./unit1/gps1/gps_27234_12-14-54.400000.txt,./unit2/gps1/gps_53739_12-14-54.416666.txt
32447,"[0.7325631196905038, 0.04198391594198428]",21,./unit1/pwr1/pwr_13-50-04.450463.txt,./unit1/gps1/gps_54268_13-50-05.133334.txt,./unit2/gps1/gps_82612_13-50-05.083333.txt
31796,"[0.7314666507836164, 0.042029991135055365]",30,./unit1/pwr1/pwr_13-48-58.550184.txt,./unit1/gps1/gps_53563_13-48-59.200000.txt,./unit2/gps1/gps_81821_13-48-59.166666.txt
18218,"[0.20811382697669653, 0.7122995482580327]",33,./unit1/pwr1/pwr_12-19-23.088833.txt,./unit1/gps1/gps_30158_12-19-23.700000.txt,./unit2/gps1/gps_56971_12-19-23.750000.txt
23959,"[0.03134799539911138, 0.751232744312464]",32,./unit1/pwr1/pwr_13-35-52.149689.txt,./unit1/gps1/gps_45262_13-35-52.800000.txt,./unit2/gps1/gps_72385_13-35-52.833333.txt
3342,"[0.9999667124799324, 0.3804154295584353]",34,./unit1/pwr1/pwr_11-47-37.360124.txt,./unit1/gps1/gps_9585_11-47-38.000000.txt,./unit2/gps1/gps_34102_11-47-38.000000.txt
25843,"[0.025574163684008187, 0.3206085011675527]",33,./unit1/pwr1/pwr_13-39-01.349798.txt,./unit1/gps1/gps_47261_13-39-02.000000.txt,./unit2/gps1/gps_74655_13-39-02.000000.txt
20093,"[0.030617524854920215, 0.7582463519948945]",46,./unit1/pwr1/pwr_12-22-30.588618.txt,./unit1/gps1/gps_32172_12-22-31.200000.txt,./unit2/gps1/gps_59221_12-22-31.250000.txt
10559,"[0.5891243714829507, 0.36785099998187054]",35,./unit1/pwr1/pwr_12-03-58.708932.txt,./unit1/gps1/gps_20170_12-03-59.400000.txt,./unit2/gps1/gps_45878_12-03-59.333333.txt
27607,"[0.13950273375769154, 0.05016098418665906]",34,./unit1/pwr1/pwr_13-41-58.850261.txt,./unit1/gps1/gps_49125_13-41-59.500000.txt,./unit2/gps1/gps_76785_13-41-59.500000.txt
6856,"[0.8437690664677724, 0.4080675323775423]",4,./unit1/pwr1/pwr_11-53-28.759722.txt,./unit1/gps1/gps_13368_11-53-29.400000.txt,./unit2/gps1/gps_38319_11-53-29.416666.txt
7039,"[0.8284329417926988, 0.40825466763043716]",51,./unit1/pwr1/pwr_11-53-47.059604.txt,./unit1/gps1/gps_13563_11-53-47.700000.txt,./unit2/gps1/gps_38539_11-53-47.750000.txt
12550,"[0.37978200893997577, 0.39131446737373915]",29,./unit1/pwr1/pwr_12-09-56.288763.txt,./unit1/gps1/gps_24014_12-09-56.900000.txt,./unit2/gps1/gps_50169_12-09-56.916666.txt
26941,"[0.05851595843256146, 0.14309037170873576]",36,./unit1/pwr1/pwr_13-40-52.250352.txt,./unit1/gps1/gps_48434_13-40-52.900000.txt,./unit2/gps1/gps_75986_13-40-52.916666.txt
8252,"[0.7856960728866828, 0.4069329468578912]",36,./unit1/pwr1/pwr_11-55-48.359973.txt,./unit1/gps1/gps_14876_11-55-49.000000.txt,./unit2/gps1/gps_39994_11-55-49.000000.txt
26719,"[0.03319395341518628, 0.17242526961013688]",36,./unit1/pwr1/pwr_13-40-30.050194.txt,./unit1/gps1/gps_48199_13-40-30.700000.txt,./unit2/gps1/gps_75719_13-40-30.666666.txt
7456,"[0.8273114569320926, 0.40823332477668983]",61,./unit1/pwr1/pwr_11-54-28.759792.txt,./unit1/gps1/gps_14017_11-54-29.400000.txt,./unit2/gps1/gps_39039_11-54-29.416666.txt
24721,"[0.028217009634937423, 0.6084053054639667]",35,./unit1/pwr1/pwr_13-37-08.350618.txt,./unit1/gps1/gps_46058_13-37-09.000000.txt,./unit2/gps1/gps_73299_13-37-09.000000.txt
15897,"[0.2969866184001652, 0.6159121823276204]",35,./unit1/pwr1/pwr_12-15-30.989252.txt,./unit1/gps1/gps_27637_12-15-31.600000.txt,./unit2/gps1/gps_54186_12-15-31.666666.txt
6476,"[0.8770244428039525, 0.4086279966132234]",42,./unit1/pwr1/pwr_11-52-50.759922.txt,./unit1/gps1/gps_12959_11-52-51.400000.txt,./unit2/gps1/gps_37863_11-52-51.416666.txt
14300,"[0.29622904556228025, 0.46294362722434285]",14,./unit1/pwr1/pwr_12-12-51.289066.txt,./unit1/gps1/gps_25902_12-12-51.900000.txt,./unit2/gps1/gps_52269_12-12-51.916666.txt
3672,"[0.999676795085582, 0.4019826336859117]",28,./unit1/pwr1/pwr_11-48-10.359847.txt,./unit1/gps1/gps_9933_11-48-11.000000.txt,./unit2/gps1/gps_34498_11-48-11.000000.txt
7443,"[0.8273116682494772, 0.4082338004941816]",37,./unit1/pwr1/pwr_11-54-27.459705.txt,./unit1/gps1/gps_14003_11-54-28.100000.txt,./unit2/gps1/gps_39023_11-54-28.083333.txt
4540,"[0.9824380122494515, 0.40835279916898104]",51,./unit1/pwr1/pwr_11-49-37.159267.txt,./unit1/gps1/gps_10867_11-49-37.800000.txt,./unit2/gps1/gps_35540_11-49-37.833333.txt
6578,"[0.8684484720778086, 0.4084738493746875]",39,./unit1/pwr1/pwr_11-53-00.959567.txt,./unit1/gps1/gps_13064_11-53-01.600000.txt,./unit2/gps1/gps_37985_11-53-01.583333.txt
15057,"[0.2963884493123542, 0.5745027494123205]",34,./unit1/pwr1/pwr_12-14-06.988269.txt,./unit1/gps1/gps_26722_12-14-07.666667.txt,./unit2/gps1/gps_53178_12-14-07.666666.txt
6803,"[0.8483259884272283, 0.40809534696756866]",61,./unit1/pwr1/pwr_11-53-23.460067.txt,./unit1/gps1/gps_13309_11-53-24.100000.txt,./unit2/gps1/gps_38255_11-53-24.083333.txt
26868,"[0.04996258189583602, 0.1528683026585861]",36,./unit1/pwr1/pwr_13-40-44.949971.txt,./unit1/gps1/gps_48358_13-40-45.600000.txt,./unit2/gps1/gps_75898_13-40-45.583333.txt
3709,"[0.9997106461186894, 0.40520665834003317]",29,./unit1/pwr1/pwr_11-48-14.059999.txt,./unit1/gps1/gps_9972_11-48-14.700000.txt,./unit2/gps1/gps_34543_11-48-14.750000.txt
14616,"[0.2959381420201209, 0.49907574094715285]",31,./unit1/pwr1/pwr_12-13-22.888422.txt,./unit1/gps1/gps_26245_12-13-23.500000.txt,./unit2/gps1/gps_52649_12-13-23.583333.txt
19908,"[0.033204593078008576, 0.7436111204961309]",34,./unit1/pwr1/pwr_12-22-12.089050.txt,./unit1/gps1/gps_31973_12-22-12.700000.txt,./unit2/gps1/gps_58999_12-22-12.750000.txt
19869,"[0.036015604065063406, 0.7434191091414167]",34,./unit1/pwr1/pwr_12-22-08.188389.txt,./unit1/gps1/gps_31933_12-22-08.800000.txt,./unit2/gps1/gps_58952_12-22-08.833333.txt
22079,"[0.028949868401069334, 0.9994047340779254]",32,./unit1/pwr1/pwr_12-25-50.088598.txt,./unit1/gps1/gps_34333_12-25-50.700000.txt,./unit2/gps1/gps_61615_12-25-50.750000.txt
14796,"[0.2958677263703524, 0.5293027622130635]",30,./unit1/pwr1/pwr_12-13-40.888948.txt,./unit1/gps1/gps_26445_12-13-41.533334.txt,./unit2/gps1/gps_52865_12-13-41.583333.txt
13647,"[0.29927123106388587, 0.3878969100612305]",1,./unit1/pwr1/pwr_12-11-45.988569.txt,./unit1/gps1/gps_25202_12-11-46.600000.txt,./unit2/gps1/gps_51486_12-11-46.666666.txt
30722,"[0.601162442195582, 0.015263599409214028]",47,./unit1/pwr1/pwr_13-47-11.150113.txt,./unit1/gps1/gps_52425_13-47-11.800000.txt,./unit2/gps1/gps_80533_13-47-11.833333.txt
16196,"[0.2977582790639162, 0.6566623901344637]",34,./unit1/pwr1/pwr_12-16-00.888983.txt,./unit1/gps1/gps_27957_12-16-01.500000.txt,./unit2/gps1/gps_54545_12-16-01.583333.txt
4758,"[0.9630615192313254, 0.4084924172113383]",46,./unit1/pwr1/pwr_11-49-58.959474.txt,./unit1/gps1/gps_11100_11-49-59.600000.txt,./unit2/gps1/gps_35801_11-49-59.583333.txt
18815,"[0.14873230581223532, 0.7326716863617176]",35,./unit1/pwr1/pwr_12-20-22.789217.txt,./unit1/gps1/gps_30800_12-20-23.400000.txt,./unit2/gps1/gps_57687_12-20-23.416666.txt
32171,"[0.7318140834043076, 0.042008172563689425]",34,./unit1/pwr1/pwr_13-49-36.850522.txt,./unit1/gps1/gps_53967_13-49-37.500000.txt,./unit2/gps1/gps_82281_13-49-37.500000.txt
6724,"[0.8552524390982251, 0.40812527255264985]",8,./unit1/pwr1/pwr_11-53-15.559292.txt,./unit1/gps1/gps_13225_11-53-16.200000.txt,./unit2/gps1/gps_38161_11-53-16.250000.txt
26535,"[0.011645543632079038, 0.19888848577375035]",36,./unit1/pwr1/pwr_13-40-10.549826.txt,./unit1/gps1/gps_47992_13-40-11.200000.txt,./unit2/gps1/gps_75485_13-40-11.166666.txt
8834,"[0.7494141753696538, 0.3920965910472398]",36,./unit1/pwr1/pwr_11-56-46.559462.txt,./unit1/gps1/gps_15496_11-56-47.200000.txt,./unit2/gps1/gps_40693_11-56-47.250000.txt
12737,"[0.36288778078297873, 0.39053698194293157]",23,./unit1/pwr1/pwr_12-10-14.988620.txt,./unit1/gps1/gps_24217_12-10-15.600000.txt,./unit2/gps1/gps_50394_12-10-15.666666.txt
31666,"[0.7253397647344022, 0.041838901482427006]",24,./unit1/pwr1/pwr_13-48-45.550396.txt,./unit1/gps1/gps_53419_13-48-46.200000.txt,./unit2/gps1/gps_81665_13-48-46.166666.txt
